user_id,question_id,concept_id,correct,timestamp
s4,q160,c27,0,27
s4,q119,c18,0,28
s4,q13,c23,1,29
s4,q36,c30,0,30
s4,q51,c7,0,31
s4,q126,c27,1,32
s4,q173,c1,0,33
s4,q150,c1,0,34
s4,q129,c9,0,35
s4,q115,c25,1,36
s4,q115,c25,0,37
s4,q32,c24,1,38
s4,q8,c24,1,39
s4,q155,c15,1,40
s4,q108,c17,0,41
s4,q41,c8,0,42
s4,q52,c2,1,43
s4,q135,c15,0,44
s4,q81,c8,0,45
s4,q135,c15,0,46
s4,q104,c12,0,47
s4,q61,c5,0,48
s4,q99,c21,0,49
s4,q88,c15,1,50
s4,q113,c6,0,51
s4,q35,c1,0,52
s4,q4,c11,0,53
s4,q55,c28,0,54
s4,q46,c27,0,55
s4,q108,c17,0,56
s4,q55,c28,0,57
s4,q49,c27,0,58
s4,q111,c16,1,59
s4,q170,c23,0,60
s4,q164,c22,0,61
s4,q151,c3,1,62
s4,q147,c24,1,63
s4,q9,c4,1,64
s4,q9,c4,1,65
s4,q69,c14,0,66
s4,q34,c1,1,67
s4,q14,c1,1,68
s4,q78,c27,0,69
s4,q81,c8,0,70
s4,q101,c20,1,71
s4,q24,c6,0,72
s4,q138,c29,1,73
s4,q114,c8,0,74
s4,q91,c14,0,75
s4,q146,c15,0,76
s4,q40,c10,0,77
s4,q70,c15,0,78
s4,q116,c8,0,79
s4,q117,c15,0,80
s4,q146,c15,1,81
s4,q34,c1,1,82
s4,q79,c3,1,83
s4,q56,c13,0,84
s4,q163,c4,1,85
s4,q139,c13,0,86
s4,q135,c15,1,87
s4,q70,c15,0,88
s4,q83,c9,0,89
s4,q73,c27,1,90
s4,q14,c1,1,91
s4,q129,c9,1,92
s4,q124,c29,0,93
s4,q12,c13,0,94
s4,q135,c15,0,95
s4,q56,c13,0,96
s4,q172,c2,1,97
s4,q132,c15,0,98
s4,q90,c27,1,99
s4,q151,c3,1,100
s4,q2,c4,1,101
s4,q16,c19,0,102
s4,q100,c9,0,103
s4,q171,c28,0,104
s4,q149,c23,1,105
s4,q35,c1,1,106
s4,q99,c21,0,107
s4,q11,c10,1,108
s4,q170,c23,1,109
s4,q76,c3,1,110
s4,q5,c14,0,111
s4,q171,c28,1,112
s4,q161,c5,1,113
s4,q14,c1,1,114
s4,q171,c28,0,115
s5,q154,c5,1,1
s5,q89,c11,1,2
s5,q120,c27,1,3
s5,q81,c8,0,4
s5,q24,c6,0,5
s5,q41,c8,0,6
s5,q65,c4,0,7
s5,q110,c5,1,8
s5,q30,c6,1,9
s5,q3,c25,0,10
s5,q20,c5,0,11
s5,q50,c15,1,12
s5,q95,c19,1,13
s5,q5,c14,0,14
s5,q110,c5,0,15
s5,q70,c15,0,16
s5,q154,c5,0,17
s5,q13,c23,1,18
s5,q40,c10,0,19
s5,q96,c14,1,20
s5,q154,c5,0,21
s5,q163,c4,1,22
s5,q76,c3,1,23
s5,q90,c27,0,24
s5,q55,c28,0,25
s5,q34,c1,0,26
s5,q136,c12,1,27
s5,q98,c16,1,28
s5,q60,c12,0,29
s5,q21,c16,1,30
s5,q92,c13,1,31
s5,q152,c9,1,32
s6,q151,c3,0,1
s6,q175,c30,1,2
s6,q19,c27,0,3
s6,q159,c21,1,4
s6,q115,c25,0,5
s6,q135,c15,1,6
s6,q148,c11,0,7
s6,q89,c11,1,8
s6,q102,c1,1,9
s6,q105,c11,1,10
s6,q179,c16,0,11
s6,q56,c13,0,12
s6,q110,c5,1,13
s6,q50,c15,1,14
s6,q46,c27,1,15
s6,q171,c28,1,16
s6,q31,c6,1,17
s6,q103,c12,1,18
s6,q36,c30,1,19
s6,q171,c28,0,20
s6,q166,c6,1,21
s6,q80,c28,0,22
s6,q101,c20,1,23
s6,q135,c15,1,24
s6,q41,c8,1,25
s6,q14,c1,1,26
s6,q109,c15,1,27
s6,q160,c27,1,28
s6,q124,c29,0,29
s6,q101,c20,1,30
s6,q146,c15,1,31
s6,q26,c12,0,32
s6,q78,c27,1,33
s6,q77,c17,1,34
s6,q23,c2,1,35
s6,q64,c3,1,36
s6,q127,c2,1,37
s6,q109,c15,1,38
s6,q147,c24,1,39
s6,q179,c16,1,40
s6,q69,c14,1,41
s6,q61,c5,1,42
s6,q121,c18,1,43
s6,q29,c12,1,44
s6,q174,c26,0,45
s6,q174,c26,0,46
s6,q31,c6,1,47
s6,q179,c16,1,48
s6,q24,c6,1,49
s6,q142,c13,0,50
s6,q108,c17,1,51
s6,q163,c4,1,52
s6,q57,c27,0,53
s6,q168,c24,0,54
s6,q18,c15,1,55
s6,q46,c27,1,56
s6,q129,c9,0,57
s6,q34,c1,1,58
s6,q139,c13,0,59
s6,q145,c20,1,60
s6,q24,c6,1,61
s6,q82,c24,1,62
s6,q109,c15,1,63
s6,q118,c22,1,64
s6,q140,c25,0,65
s6,q6,c21,1,66
s6,q143,c29,1,67
s6,q39,c4,1,68
s6,q131,c19,1,69
s6,q9,c4,0,70
s6,q159,c21,0,71
s6,q171,c28,1,72
s6,q50,c15,1,73
s6,q172,c2,1,74
s7,q172,c2,0,1
s7,q28,c7,1,2
s7,q124,c29,1,3
s7,q54,c15,1,4
s7,q97,c18,0,5
s7,q35,c1,0,6
s7,q75,c9,0,7
s7,q87,c6,0,8
s7,q18,c15,1,9
s7,q175,c30,0,10
s7,q180,c18,1,11
s7,q38,c14,1,12
s7,q10,c4,0,13
s7,q29,c12,0,14
s7,q126,c27,1,15
s7,q30,c6,1,16
s7,q84,c25,1,17
s7,q38,c14,1,18
s7,q67,c30,1,19
s7,q86,c11,1,20
s7,q134,c5,0,21
s7,q93,c12,0,22
s7,q52,c2,0,23
s7,q132,c15,0,24
s7,q130,c23,1,25
s7,q162,c18,0,26
s7,q46,c27,0,27
s7,q155,c15,1,28
s7,q10,c4,0,29
s7,q51,c7,1,30
s7,q128,c11,1,31
s7,q131,c19,0,32
s7,q89,c11,1,33
s7,q51,c7,1,34
s7,q117,c15,1,35
s7,q138,c29,0,36
s7,q163,c4,0,37
s7,q87,c6,1,38
s8,q44,c8,1,1
s8,q51,c7,1,2
s8,q1,c18,1,3
s8,q75,c9,1,4
s8,q166,c6,1,5
s8,q44,c8,1,6
s8,q143,c29,1,7
s8,q149,c23,1,8
s8,q85,c30,1,9
s8,q33,c19,1,10
s8,q116,c8,1,11
s8,q26,c12,0,12
s8,q47,c21,1,13
s8,q112,c23,1,14
s8,q169,c23,0,15
s8,q18,c15,1,16
s8,q124,c29,1,17
s8,q31,c6,1,18
s8,q71,c11,1,19
s8,q79,c3,0,20
s8,q125,c27,1,21
s8,q145,c20,0,22
s8,q67,c30,1,23
s8,q154,c5,1,24
s8,q4,c11,1,25
s8,q55,c28,1,26
s8,q36,c30,1,27
s8,q37,c29,1,28
s8,q65,c4,0,29
s8,q48,c7,1,30
s8,q169,c23,1,31
s8,q23,c2,1,32
s8,q134,c5,0,33
s8,q29,c12,0,34
s8,q140,c25,1,35
s8,q67,c30,1,36
s8,q26,c12,1,37
s8,q178,c9,0,38
s8,q12,c13,1,39
s8,q174,c26,0,40
s8,q94,c5,1,41
s8,q101,c20,0,42
s8,q150,c1,1,43
s8,q53,c21,0,44
s8,q160,c27,1,45
s8,q165,c29,0,46
s8,q94,c5,1,47
s8,q123,c16,1,48
s8,q175,c30,0,49
s8,q18,c15,1,50
s8,q56,c13,1,51
s8,q78,c27,1,52
s8,q62,c27,1,53
s8,q108,c17,0,54
s8,q75,c9,1,55
s8,q69,c14,1,56
s8,q2,c4,1,57
s8,q168,c24,0,58
s8,q35,c1,1,59
s8,q2,c4,0,60
s8,q157,c1,0,61
s8,q157,c1,1,62
s8,q129,c9,1,63
s8,q40,c10,1,64
s8,q142,c13,0,65
s8,q24,c6,1,66
s8,q88,c15,1,67
s8,q78,c27,1,68
s8,q150,c1,1,69
s8,q114,c8,1,70
s8,q147,c24,1,71
s8,q38,c14,1,72
s8,q73,c27,1,73
s8,q3,c25,0,74
s8,q127,c2,0,75
s8,q165,c29,1,76
s8,q94,c5,1,77
s8,q166,c6,1,78
s8,q16,c19,1,79
s8,q160,c27,0,80
s8,q107,c7,1,81
s8,q24,c6,1,82
s8,q115,c25,1,83
s8,q20,c5,1,84
s8,q76,c3,1,85
s8,q136,c12,0,86
s8,q26,c12,1,87
s8,q17,c16,1,88
s8,q25,c2,1,89
s8,q146,c15,1,90
s8,q134,c5,1,91
s8,q1,c18,1,92
s8,q46,c27,1,93
s8,q141,c3,0,94
s8,q129,c9,1,95
s8,q76,c3,1,96
s8,q106,c25,0,97
s8,q92,c13,1,98
s8,q64,c3,1,99
s8,q143,c29,1,100
s8,q81,c8,1,101
s8,q87,c6,1,102
s8,q76,c3,1,103
s8,q133,c12,1,104
s8,q67,c30,1,105
s8,q13,c23,1,106
s8,q85,c30,1,107
s8,q28,c7,1,108
s8,q146,c15,1,109
s8,q32,c24,0,110
s8,q43,c12,0,111
s8,q154,c5,0,112
s8,q40,c10,1,113
s8,q27,c12,1,114
s8,q119,c18,1,115
s8,q103,c12,1,116
s8,q140,c25,1,117
s9,q55,c28,1,1
s9,q4,c11,1,2
s9,q98,c16,1,3
s9,q153,c7,1,4
s9,q108,c17,0,5
s9,q127,c2,0,6
s9,q160,c27,1,7
s9,q37,c29,0,8
s9,q3,c25,0,9
s9,q173,c1,1,10
s9,q111,c16,1,11
s9,q136,c12,1,12
s9,q83,c9,0,13
s9,q151,c3,1,14
s9,q45,c15,1,15
s9,q120,c27,0,16
s9,q105,c11,1,17
s9,q157,c1,1,18
s9,q58,c27,1,19
s9,q103,c12,0,20
s9,q46,c27,1,21
s9,q28,c7,1,22
s9,q31,c6,1,23
s9,q47,c21,0,24
s9,q130,c23,1,25
s9,q70,c15,1,26
s9,q69,c14,1,27
s9,q161,c5,1,28
s9,q124,c29,1,29
s9,q53,c21,1,30
s9,q4,c11,1,31
s9,q96,c14,1,32
s9,q118,c22,1,33
s9,q106,c25,1,34
s9,q120,c27,1,35
s9,q163,c4,0,36
s9,q99,c21,0,37
s9,q84,c25,1,38
s9,q24,c6,1,39
s9,q8,c24,1,40
s9,q94,c5,1,41
s9,q135,c15,1,42
s9,q67,c30,1,43
s9,q164,c22,1,44
s9,q79,c3,1,45
s9,q102,c1,1,46
s9,q97,c18,1,47
s9,q28,c7,0,48
s9,q163,c4,1,49
s9,q173,c1,1,50
s9,q13,c23,1,51
s9,q9,c4,1,52
s9,q69,c14,1,53
s9,q24,c6,1,54
s9,q117,c15,1,55
s9,q45,c15,1,56
s9,q53,c21,1,57
s9,q174,c26,0,58
s9,q113,c6,1,59
s9,q105,c11,1,60
s9,q155,c15,1,61
s9,q146,c15,1,62
s9,q116,c8,1,63
s9,q153,c7,1,64
s9,q143,c29,1,65
s10,q12,c13,0,1
s10,q60,c12,1,2
s10,q5,c14,0,3
s10,q153,c7,1,4
s10,q149,c23,0,5
s10,q156,c7,0,6
s10,q114,c8,1,7
s10,q6,c21,0,8
s10,q93,c12,1,9
s10,q138,c29,1,10
s10,q119,c18,0,11
s10,q97,c18,0,12
s10,q29,c12,1,13
s10,q113,c6,0,14
s10,q29,c12,1,15
s10,q4,c11,1,16
s10,q103,c12,1,17
s10,q143,c29,0,18
s10,q73,c27,0,19
s10,q37,c29,0,20
s10,q170,c23,0,21
s10,q148,c11,0,22
s10,q111,c16,0,23
s10,q25,c2,0,24
s10,q79,c3,1,25
s10,q43,c12,0,26
s10,q43,c12,1,27
s10,q81,c8,1,28
s10,q109,c15,0,29
s10,q147,c24,1,30
s10,q172,c2,1,31
s10,q128,c11,1,32
s10,q24,c6,0,33
s10,q49,c27,1,34
s10,q91,c14,1,35
s10,q95,c19,0,36
s10,q160,c27,0,37
s10,q56,c13,1,38
s10,q33,c19,0,39
s10,q103,c12,1,40
s10,q119,c18,0,41
s10,q104,c12,1,42
s10,q92,c13,0,43
s10,q158,c22,1,44
s10,q71,c11,1,45
s10,q151,c3,0,46
s10,q180,c18,1,47
s10,q54,c15,0,48
s10,q166,c6,1,49
s10,q26,c12,1,50
s10,q105,c11,0,51
s10,q133,c12,1,52
s10,q162,c18,0,53
s10,q84,c25,0,54
s10,q82,c24,0,55
s10,q66,c19,0,56
s10,q110,c5,0,57
s10,q48,c7,0,58
s10,q99,c21,0,59
s10,q145,c20,1,60
s10,q46,c27,1,61
s10,q129,c9,0,62
s10,q55,c28,0,63
s10,q152,c9,0,64
s10,q149,c23,1,65
s10,q112,c23,0,66
s10,q56,c13,1,67
s10,q27,c12,1,68
s10,q25,c2,0,69
s10,q88,c15,1,70
s11,q167,c20,0,1
s11,q135,c15,1,2
s11,q26,c12,0,3
s11,q56,c13,0,4
s11,q117,c15,0,5
s11,q121,c18,0,6
s11,q119,c18,0,7
s11,q31,c6,1,8
s11,q161,c5,1,9
s11,q108,c17,0,10
s11,q123,c16,0,11
s11,q154,c5,1,12
s11,q59,c16,1,13
s11,q15,c22,1,14
s11,q122,c21,1,15
s11,q150,c1,1,16
s11,q79,c3,1,17
s11,q66,c19,1,18
s11,q118,c22,1,19
s11,q119,c18,1,20
s11,q9,c4,0,21
s11,q120,c27,1,22
s11,q131,c19,1,23
s11,q65,c4,0,24
s11,q8,c24,0,25
s11,q21,c16,1,26
s11,q106,c25,1,27
s11,q78,c27,1,28
s11,q67,c30,1,29
s11,q54,c15,1,30
s11,q49,c27,1,31
s11,q65,c4,0,32
s11,q137,c9,1,33
s11,q117,c15,0,34
s11,q52,c2,0,35
s11,q4,c11,0,36
s11,q118,c22,1,37
s11,q46,c27,0,38
s11,q168,c24,0,39
s11,q45,c15,1,40
s11,q100,c9,1,41
s11,q9,c4,1,42
s11,q12,c13,1,43
s11,q113,c6,1,44
s11,q13,c23,0,45
s11,q150,c1,1,46
s11,q32,c24,1,47
s11,q106,c25,1,48
s11,q123,c16,1,49
s11,q30,c6,0,50
s11,q142,c13,1,51
s11,q173,c1,1,52
s11,q108,c17,1,53
s11,q141,c3,0,54
s11,q65,c4,0,55
s11,q16,c19,1,56
s11,q125,c27,0,57
s11,q161,c5,1,58
s11,q154,c5,0,59
s11,q78,c27,1,60
s11,q123,c16,1,61
s11,q70,c15,0,62
s11,q54,c15,1,63
s11,q131,c19,0,64
s11,q72,c23,0,65
s11,q44,c8,0,66
s11,q40,c10,1,67
s11,q136,c12,1,68
s11,q97,c18,0,69
s11,q134,c5,1,70
s11,q30,c6,1,71
s11,q70,c15,1,72
s11,q86,c11,0,73
s11,q21,c16,0,74
s11,q52,c2,0,75
s11,q126,c27,0,76
s11,q72,c23,0,77
s11,q159,c21,1,78
s11,q112,c23,0,79
s12,q19,c27,1,1
s12,q140,c25,1,2
s12,q31,c6,1,3
s12,q177,c10,1,4
s12,q48,c7,1,5
s12,q99,c21,1,6
s12,q98,c16,1,7
s12,q142,c13,1,8
s12,q113,c6,1,9
s12,q46,c27,1,10
s12,q12,c13,0,11
s12,q99,c21,0,12
s12,q148,c11,0,13
s12,q62,c27,0,14
s12,q167,c20,0,15
s12,q70,c15,1,16
s12,q112,c23,0,17
s12,q147,c24,1,18
s12,q140,c25,1,19
s12,q126,c27,1,20
s12,q143,c29,1,21
s12,q6,c21,1,22
s12,q118,c22,1,23
s12,q27,c12,0,24
s12,q138,c29,1,25
s12,q13,c23,1,26
s12,q43,c12,1,27
s12,q162,c18,0,28
s12,q5,c14,1,29
s12,q6,c21,0,30
s12,q10,c4,1,31
s12,q7,c21,1,32
s12,q60,c12,1,33
s12,q159,c21,1,34
s12,q84,c25,1,35
s12,q45,c15,1,36
s12,q24,c6,1,37
s12,q141,c3,0,38
s12,q175,c30,0,39
s12,q109,c15,1,40
s12,q74,c7,1,41
s12,q133,c12,1,42
s12,q103,c12,1,43
s12,q69,c14,1,44
s12,q169,c23,1,45
s12,q8,c24,1,46
s12,q81,c8,0,47
s12,q24,c6,1,48
s12,q86,c11,1,49
s12,q66,c19,0,50
s12,q101,c20,1,51
s12,q26,c12,0,52
s12,q113,c6,1,53
s12,q126,c27,0,54
s12,q39,c4,0,55
s12,q111,c16,1,56
s12,q76,c3,1,57
s12,q59,c16,1,58
s12,q152,c9,1,59
s12,q165,c29,1,60
s12,q122,c21,0,61
s12,q36,c30,0,62
s12,q26,c12,1,63
s12,q59,c16,1,64
s12,q111,c16,0,65
s12,q95,c19,1,66
s12,q65,c4,1,67
s12,q124,c29,0,68
s13,q77,c17,1,1
s13,q145,c20,0,2
s13,q105,c11,0,3
s13,q13,c23,0,4
s13,q125,c27,0,5
s13,q162,c18,0,6
s13,q121,c18,1,7
s13,q103,c12,1,8
s13,q134,c5,1,9
s13,q161,c5,0,10
s13,q78,c27,0,11
s13,q134,c5,1,12
s13,q6,c21,0,13
s13,q42,c5,1,14
s13,q71,c11,1,15
s13,q27,c12,0,16
s13,q55,c28,0,17
s13,q35,c1,0,18
s13,q105,c11,0,19
s13,q138,c29,1,20
s13,q45,c15,0,21
s13,q100,c9,1,22
s13,q104,c12,1,23
s13,q37,c29,0,24
s13,q151,c3,1,25
s13,q55,c28,1,26
s13,q62,c27,0,27
s13,q49,c27,1,28
s13,q128,c11,1,29
s13,q136,c12,0,30
s13,q108,c17,1,31
s13,q7,c21,1,32
s13,q174,c26,1,33
s13,q118,c22,1,34
s13,q177,c10,1,35
s14,q51,c7,1,1
s14,q73,c27,0,2
s14,q177,c10,0,3
s14,q140,c25,1,4
s14,q79,c3,0,5
s14,q141,c3,1,6
s14,q84,c25,0,7
s14,q145,c20,1,8
s14,q66,c19,1,9
s14,q39,c4,0,10
s14,q164,c22,0,11
s14,q51,c7,1,12
s14,q91,c14,1,13
s14,q54,c15,0,14
s14,q34,c1,0,15
s14,q126,c27,0,16
s14,q88,c15,0,17
s14,q114,c8,1,18
s14,q126,c27,1,19
s14,q89,c11,0,20
s14,q22,c26,1,21
s14,q164,c22,1,22
s14,q64,c3,0,23
s14,q73,c27,0,24
s14,q175,c30,0,25
s14,q130,c23,0,26
s14,q48,c7,0,27
s14,q147,c24,0,28
s14,q10,c4,1,29
s14,q18,c15,1,30
s14,q148,c11,0,31
s14,q107,c7,1,32
s14,q174,c26,1,33
s14,q147,c24,1,34
s14,q130,c23,0,35
s14,q84,c25,1,36
s14,q6,c21,0,37
s14,q49,c27,0,38
s14,q11,c10,1,39
s14,q137,c9,0,40
s14,q9,c4,0,41
s14,q51,c7,1,42
s14,q47,c21,1,43
s14,q137,c9,0,44
s14,q173,c1,1,45
s14,q157,c1,1,46
s14,q176,c19,1,47
s14,q166,c6,0,48
s14,q62,c27,0,49
s14,q65,c4,0,50
s14,q77,c17,0,51
s14,q11,c10,1,52
s14,q36,c30,0,53
s14,q114,c8,1,54
s14,q106,c25,1,55
s14,q55,c28,0,56
s14,q30,c6,0,57
s14,q29,c12,0,58
s14,q49,c27,1,59
s14,q113,c6,0,60
s14,q130,c23,0,61
s14,q120,c27,0,62
s14,q154,c5,1,63
s14,q135,c15,1,64
s14,q70,c15,1,65
s14,q174,c26,0,66
s14,q116,c8,0,67
s14,q93,c12,0,68
s14,q79,c3,0,69
s14,q32,c24,0,70
s14,q141,c3,0,71
s14,q68,c10,1,72
s14,q177,c10,0,73
s14,q92,c13,0,74
s14,q25,c2,1,75
s14,q145,c20,1,76
s14,q147,c24,1,77
s14,q1,c18,1,78
s14,q108,c17,0,79
s14,q85,c30,1,80
s14,q35,c1,1,81
s14,q125,c27,0,82
s14,q109,c15,1,83
s14,q32,c24,1,84
s14,q171,c28,0,85
s14,q37,c29,0,86
s14,q57,c27,0,87
s14,q12,c13,1,88
s14,q88,c15,1,89
s14,q104,c12,1,90
s14,q5,c14,1,91
s14,q42,c5,0,92
s14,q178,c9,1,93
s14,q98,c16,1,94
s14,q153,c7,1,95
s14,q38,c14,1,96
s14,q44,c8,1,97
s14,q31,c6,1,98
s14,q35,c1,1,99
s14,q70,c15,0,100
s14,q86,c11,1,101
s14,q20,c5,1,102
s14,q138,c29,1,103
s14,q25,c2,0,104
s14,q32,c24,1,105
s14,q147,c24,1,106
s14,q88,c15,1,107
s14,q148,c11,0,108
s14,q81,c8,1,109
s14,q111,c16,0,110
s14,q152,c9,1,111
s14,q78,c27,1,112
s15,q33,c19,1,1
s15,q163,c4,1,2
s15,q147,c24,0,3
s15,q98,c16,0,4
s15,q175,c30,0,5
s15,q75,c9,1,6
s15,q70,c15,0,7
s15,q129,c9,0,8
s15,q45,c15,0,9
s15,q61,c5,0,10
s15,q165,c29,0,11
s15,q72,c23,1,12
s15,q51,c7,1,13
s15,q174,c26,0,14
s15,q127,c2,1,15
s15,q67,c30,1,16
s15,q3,c25,1,17
s15,q26,c12,0,18
s15,q91,c14,0,19
s15,q124,c29,1,20
s15,q89,c11,1,21
s15,q91,c14,1,22
s15,q93,c12,0,23
s15,q175,c30,0,24
s15,q33,c19,1,25
s15,q32,c24,1,26
s15,q50,c15,0,27
s15,q48,c7,1,28
s15,q30,c6,1,29
s15,q31,c6,1,30
s15,q95,c19,1,31
s15,q62,c27,0,32
s15,q102,c1,1,33
s15,q66,c19,1,34
s15,q64,c3,0,35
s15,q57,c27,0,36
s15,q124,c29,1,37
